Animal,File,phase,subphase,t,FileLength,MotionCutoff,FreezeThresh,MinFreezeDuration,bin,range(f),Motion,Freezing
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,pre,-4,162088,10,50,15,min_26,"(46800, 48600)",0.012222222,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,pre,-3,162088,10,50,15,min_27,"(48600, 50400)",1.051666667,98
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,pre,-2,162088,10,50,15,min_28,"(50400, 52200)",0.012222222,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,pre,-1,162088,10,50,15,min_29,"(52200, 54000)",0.011111111,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,0,162088,10,50,15,min_30,"(54000, 55800)",0.016111111,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,1,162088,10,50,15,min_31,"(55800, 57600)",0.025,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,2,162088,10,50,15,min_32,"(57600, 59400)",0.018333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,3,162088,10,50,15,min_33,"(59400, 61200)",0.441666667,99.61111111
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,4,162088,10,50,15,min_34,"(61200, 63000)",0.013888889,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,5,162088,10,50,15,min_35,"(63000, 64800)",0.008888889,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,6,162088,10,50,15,min_36,"(64800, 66600)",0.015555556,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,7,162088,10,50,15,min_37,"(66600, 68400)",0.022777778,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,8,162088,10,50,15,min_38,"(68400, 70200)",0.012222222,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,9,162088,10,50,15,min_39,"(70200, 72000)",0.008333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,10,162088,10,50,15,min_40,"(72000, 73800)",0.018333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,11,162088,10,50,15,min_41,"(73800, 75600)",2.713333333,96.83333333
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,12,162088,10,50,15,min_42,"(75600, 77400)",41.23888889,59.11111111
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,13,162088,10,50,15,min_43,"(77400, 79200)",10.28111111,83.55555556
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,14,162088,10,50,15,min_44,"(79200, 81000)",10.11,83.33333333
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,15,162088,10,50,15,min_45,"(81000, 82800)",23.23722222,67.44444444
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,16,162088,10,50,15,min_46,"(82800, 84600)",0.870555556,99.05555556
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,17,162088,10,50,15,min_47,"(84600, 86400)",0.020555556,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,18,162088,10,50,15,min_48,"(86400, 88200)",0.033333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,19,162088,10,50,15,min_49,"(88200, 90000)",0.037222222,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,20,162088,10,50,15,min_50,"(90000, 91800)",0.016111111,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,21,162088,10,50,15,min_51,"(91800, 93600)",0.031111111,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,22,162088,10,50,15,min_52,"(93600, 95400)",3.010555556,96.5
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,23,162088,10,50,15,min_53,"(95400, 97200)",0.128333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,24,162088,10,50,15,min_54,"(97200, 99000)",0.024444444,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,25,162088,10,50,15,min_55,"(99000, 100800)",0.030555556,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,26,162088,10,50,15,min_56,"(100800, 102600)",0.025555556,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,27,162088,10,50,15,min_57,"(102600, 104400)",5.39,94.66666667
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,28,162088,10,50,15,min_58,"(104400, 106200)",0.182777778,99.83333333
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,min,post,29,162088,10,50,15,min_59,"(106200, 108000)",0.033888889,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-10,162088,10,50,15,sec_1790.0,"(53700, 53706)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-9.8,162088,10,50,15,sec_1790.2,"(53706, 53712)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-9.6,162088,10,50,15,sec_1790.4,"(53712, 53718)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-9.4,162088,10,50,15,sec_1790.6,"(53718, 53724)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-9.2,162088,10,50,15,sec_1790.8,"(53724, 53730)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-9,162088,10,50,15,sec_1791.0,"(53730, 53736)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-8.8,162088,10,50,15,sec_1791.2,"(53736, 53742)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-8.6,162088,10,50,15,sec_1791.4,"(53742, 53748)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-8.4,162088,10,50,15,sec_1791.6,"(53748, 53754)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-8.2,162088,10,50,15,sec_1791.8,"(53754, 53760)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-8,162088,10,50,15,sec_1792.0,"(53760, 53766)",0.833333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-7.8,162088,10,50,15,sec_1792.2,"(53766, 53772)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-7.6,162088,10,50,15,sec_1792.4,"(53772, 53778)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-7.4,162088,10,50,15,sec_1792.6,"(53778, 53784)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-7.2,162088,10,50,15,sec_1792.8,"(53784, 53790)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-7,162088,10,50,15,sec_1793.0,"(53790, 53796)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-6.8,162088,10,50,15,sec_1793.2,"(53796, 53802)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-6.6,162088,10,50,15,sec_1793.4,"(53802, 53808)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-6.4,162088,10,50,15,sec_1793.6,"(53808, 53814)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-6.2,162088,10,50,15,sec_1793.8,"(53814, 53820)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-6,162088,10,50,15,sec_1794.0,"(53820, 53826)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-5.8,162088,10,50,15,sec_1794.2,"(53826, 53832)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-5.6,162088,10,50,15,sec_1794.4,"(53832, 53838)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-5.4,162088,10,50,15,sec_1794.6,"(53838, 53844)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-5.2,162088,10,50,15,sec_1794.8,"(53844, 53850)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-5,162088,10,50,15,sec_1795.0,"(53850, 53856)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-4.8,162088,10,50,15,sec_1795.2,"(53856, 53862)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-4.6,162088,10,50,15,sec_1795.4,"(53862, 53868)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-4.4,162088,10,50,15,sec_1795.6,"(53868, 53874)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-4.2,162088,10,50,15,sec_1795.8,"(53874, 53880)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-4,162088,10,50,15,sec_1796.0,"(53880, 53886)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-3.8,162088,10,50,15,sec_1796.2,"(53886, 53892)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-3.6,162088,10,50,15,sec_1796.4,"(53892, 53898)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-3.4,162088,10,50,15,sec_1796.6,"(53898, 53904)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-3.2,162088,10,50,15,sec_1796.8,"(53904, 53910)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-3,162088,10,50,15,sec_1797.0,"(53910, 53916)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-2.8,162088,10,50,15,sec_1797.2,"(53916, 53922)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-2.6,162088,10,50,15,sec_1797.4,"(53922, 53928)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-2.4,162088,10,50,15,sec_1797.6,"(53928, 53934)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-2.2,162088,10,50,15,sec_1797.8,"(53934, 53940)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-2,162088,10,50,15,sec_1798.0,"(53940, 53946)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-1.8,162088,10,50,15,sec_1798.2,"(53946, 53952)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-1.6,162088,10,50,15,sec_1798.4,"(53952, 53958)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-1.4,162088,10,50,15,sec_1798.6,"(53958, 53964)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-1.2,162088,10,50,15,sec_1798.8,"(53964, 53970)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-1,162088,10,50,15,sec_1799.0,"(53970, 53976)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-0.8,162088,10,50,15,sec_1799.2,"(53976, 53982)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-0.6,162088,10,50,15,sec_1799.4,"(53982, 53988)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-0.4,162088,10,50,15,sec_1799.6,"(53988, 53994)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,pre,-0.2,162088,10,50,15,sec_1799.8,"(53994, 54000)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,-4.09E-14,162088,10,50,15,sec_1800.0,"(54000, 54006)",0.166666667,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,0.2,162088,10,50,15,sec_1800.2,"(54006, 54012)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,0.4,162088,10,50,15,sec_1800.4,"(54012, 54018)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,0.6,162088,10,50,15,sec_1800.6,"(54018, 54024)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,0.8,162088,10,50,15,sec_1800.8,"(54024, 54030)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,1,162088,10,50,15,sec_1801.0,"(54030, 54036)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,1.2,162088,10,50,15,sec_1801.2,"(54036, 54042)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,1.4,162088,10,50,15,sec_1801.4,"(54042, 54048)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,1.6,162088,10,50,15,sec_1801.6,"(54048, 54054)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,1.8,162088,10,50,15,sec_1801.8,"(54054, 54060)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,2,162088,10,50,15,sec_1802.0,"(54060, 54066)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,2.2,162088,10,50,15,sec_1802.2,"(54066, 54072)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,2.4,162088,10,50,15,sec_1802.4,"(54072, 54078)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,2.6,162088,10,50,15,sec_1802.6,"(54078, 54084)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,noise,2.8,162088,10,50,15,sec_1802.8,"(54084, 54090)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,3,162088,10,50,15,sec_1803.0,"(54090, 54096)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,3.2,162088,10,50,15,sec_1803.2,"(54096, 54102)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,3.4,162088,10,50,15,sec_1803.4,"(54102, 54108)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,3.6,162088,10,50,15,sec_1803.6,"(54108, 54114)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,3.8,162088,10,50,15,sec_1803.8,"(54114, 54120)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,4,162088,10,50,15,sec_1804.0,"(54120, 54126)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,4.2,162088,10,50,15,sec_1804.2,"(54126, 54132)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,4.4,162088,10,50,15,sec_1804.4,"(54132, 54138)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,4.6,162088,10,50,15,sec_1804.6,"(54138, 54144)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,4.8,162088,10,50,15,sec_1804.8,"(54144, 54150)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,5,162088,10,50,15,sec_1805.0,"(54150, 54156)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,5.2,162088,10,50,15,sec_1805.2,"(54156, 54162)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,5.4,162088,10,50,15,sec_1805.4,"(54162, 54168)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,5.6,162088,10,50,15,sec_1805.6,"(54168, 54174)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,5.8,162088,10,50,15,sec_1805.8,"(54174, 54180)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,6,162088,10,50,15,sec_1806.0,"(54180, 54186)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,6.2,162088,10,50,15,sec_1806.2,"(54186, 54192)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,6.4,162088,10,50,15,sec_1806.4,"(54192, 54198)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,6.6,162088,10,50,15,sec_1806.6,"(54198, 54204)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,6.8,162088,10,50,15,sec_1806.8,"(54204, 54210)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,7,162088,10,50,15,sec_1807.0,"(54210, 54216)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,7.2,162088,10,50,15,sec_1807.2,"(54216, 54222)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,7.4,162088,10,50,15,sec_1807.4,"(54222, 54228)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,7.6,162088,10,50,15,sec_1807.6,"(54228, 54234)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,7.8,162088,10,50,15,sec_1807.8,"(54234, 54240)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,8,162088,10,50,15,sec_1808.0,"(54240, 54246)",0.333333333,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,8.2,162088,10,50,15,sec_1808.2,"(54246, 54252)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,8.4,162088,10,50,15,sec_1808.4,"(54252, 54258)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,8.6,162088,10,50,15,sec_1808.6,"(54258, 54264)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,8.8,162088,10,50,15,sec_1808.8,"(54264, 54270)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,9,162088,10,50,15,sec_1809.0,"(54270, 54276)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,9.2,162088,10,50,15,sec_1809.2,"(54276, 54282)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,9.4,162088,10,50,15,sec_1809.4,"(54282, 54288)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,9.6,162088,10,50,15,sec_1809.6,"(54288, 54294)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,9.8,162088,10,50,15,sec_1809.8,"(54294, 54300)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,10,162088,10,50,15,sec_1810.0,"(54300, 54306)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,10.2,162088,10,50,15,sec_1810.2,"(54306, 54312)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,10.4,162088,10,50,15,sec_1810.4,"(54312, 54318)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,10.6,162088,10,50,15,sec_1810.6,"(54318, 54324)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,10.8,162088,10,50,15,sec_1810.8,"(54324, 54330)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,11,162088,10,50,15,sec_1811.0,"(54330, 54336)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,11.2,162088,10,50,15,sec_1811.2,"(54336, 54342)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,11.4,162088,10,50,15,sec_1811.4,"(54342, 54348)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,11.6,162088,10,50,15,sec_1811.6,"(54348, 54354)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,11.8,162088,10,50,15,sec_1811.8,"(54354, 54360)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,12,162088,10,50,15,sec_1812.0,"(54360, 54366)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,12.2,162088,10,50,15,sec_1812.2,"(54366, 54372)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,12.4,162088,10,50,15,sec_1812.4,"(54372, 54378)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,12.6,162088,10,50,15,sec_1812.6,"(54378, 54384)",0,100
2,200725_SEFL17_MildStressor_g1 Box 2.wmv,noise,post,12.8,162088,10,50,15,sec_1812.8,"(54384, 54390)",0,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-30,162087,10,50,15,min_0,"(0, 1800)",0.005555556,99.94444444
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-29,162087,10,50,15,min_1,"(1800, 3600)",0.018333333,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-28,162087,10,50,15,min_2,"(3600, 5400)",0.015555556,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-27,162087,10,50,15,min_3,"(5400, 7200)",0.017222222,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-26,162087,10,50,15,min_4,"(7200, 9000)",0.016666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-25,162087,10,50,15,min_5,"(9000, 10800)",1.465,98.61111111
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-24,162087,10,50,15,min_6,"(10800, 12600)",13.92722222,76.44444444
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-23,162087,10,50,15,min_7,"(12600, 14400)",0.012777778,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-22,162087,10,50,15,min_8,"(14400, 16200)",0.011111111,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-21,162087,10,50,15,min_9,"(16200, 18000)",0.006111111,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-20,162087,10,50,15,min_10,"(18000, 19800)",0.531111111,99.55555556
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-19,162087,10,50,15,min_11,"(19800, 21600)",0.006666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-18,162087,10,50,15,min_12,"(21600, 23400)",0.029444444,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-17,162087,10,50,15,min_13,"(23400, 25200)",0.007222222,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-16,162087,10,50,15,min_14,"(25200, 27000)",1.059444444,98.88888889
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-15,162087,10,50,15,min_15,"(27000, 28800)",0.013888889,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-14,162087,10,50,15,min_16,"(28800, 30600)",0.005,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-13,162087,10,50,15,min_17,"(30600, 32400)",1.381666667,98.66666667
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-12,162087,10,50,15,min_18,"(32400, 34200)",0.030555556,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-11,162087,10,50,15,min_19,"(34200, 36000)",2.105555556,97
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-10,162087,10,50,15,min_20,"(36000, 37800)",0.024444444,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-9,162087,10,50,15,min_21,"(37800, 39600)",0.139444444,99.66666667
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-8,162087,10,50,15,min_22,"(39600, 41400)",0.295,99.88888889
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-7,162087,10,50,15,min_23,"(41400, 43200)",0.013333333,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-6,162087,10,50,15,min_24,"(43200, 45000)",0.02,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-5,162087,10,50,15,min_25,"(45000, 46800)",0.015555556,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-4,162087,10,50,15,min_26,"(46800, 48600)",0.006666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-3,162087,10,50,15,min_27,"(48600, 50400)",1.32,98.5
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-2,162087,10,50,15,min_28,"(50400, 52200)",0.021666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,pre,-1,162087,10,50,15,min_29,"(52200, 54000)",0.162222222,99.88888889
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,0,162087,10,50,15,min_30,"(54000, 55800)",0.016666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,1,162087,10,50,15,min_31,"(55800, 57600)",0.023333333,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,2,162087,10,50,15,min_32,"(57600, 59400)",0.028888889,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,3,162087,10,50,15,min_33,"(59400, 61200)",0.005555556,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,4,162087,10,50,15,min_34,"(61200, 63000)",0.023888889,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,5,162087,10,50,15,min_35,"(63000, 64800)",0.020555556,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,6,162087,10,50,15,min_36,"(64800, 66600)",0.023888889,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,7,162087,10,50,15,min_37,"(66600, 68400)",0.017222222,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,8,162087,10,50,15,min_38,"(68400, 70200)",0.012777778,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,9,162087,10,50,15,min_39,"(70200, 72000)",0.860555556,98.38888889
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,10,162087,10,50,15,min_40,"(72000, 73800)",0.031666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,11,162087,10,50,15,min_41,"(73800, 75600)",0.003333333,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,12,162087,10,50,15,min_42,"(75600, 77400)",0.011666667,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,13,162087,10,50,15,min_43,"(77400, 79200)",0.007222222,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,14,162087,10,50,15,min_44,"(79200, 81000)",0.023333333,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,15,162087,10,50,15,min_45,"(81000, 82800)",0.015555556,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,16,162087,10,50,15,min_46,"(82800, 84600)",0.028888889,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,17,162087,10,50,15,min_47,"(84600, 86400)",0.007222222,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,18,162087,10,50,15,min_48,"(86400, 88200)",0.014444444,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,19,162087,10,50,15,min_49,"(88200, 90000)",0.018333333,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,20,162087,10,50,15,min_50,"(90000, 91800)",0.01,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,21,162087,10,50,15,min_51,"(91800, 93600)",0.014444444,100
3,200725_SEFL17_MildStressor_g1 Box 3.wmv,min,post,22,162087,10,50,15,min_52,"(93600, 95400)",0.013888889,100
